Duy,看过,很差,1,449,2017-10-17 17:32:42," 连""屁眼""都用上的电影，真是搞笑啊。你雷人造型连motal combat里raiden十分之一都不及。剧情？简直是在侮辱观众们的智商。
                
                
"
彩蛋君KL,看过,推荐,4,526,2017-10-27 18:37:10," 托尔：但没了锤子我什么都不是！ 
奥丁爸比：如果没了锤子你什么都不是，你就不配拥有它！
        "
这名想了大半宿,看过,较差,2,439,2017-10-27 05:06:42," 一漫改大作竟拍得如此小家子气，完全没想要严肃认真地讲故事，插科打诨都透露着随意，反正漫威这两年的尿性也就这样了。知道你们爱看老角色我就让他们使劲说骚话，新角色就瞎勾巴写，可怜大魔王又成了一个被白瞎的一流演员，给你配上点迷幻的电子乐，就跟金拱门的炸鸡一样，吃起来爽快，出门即忘。
        "
席德,看过,还行,3,410,2017-11-02 19:37:47," 【女主角终于被这对基佬兄弟气走了。】-锤：“如果你人在这里，我会拥抱你。”-基：“我在哦。”#之后抱了个爽#
        "
橘貓,看过,较差,2,404,2017-10-25 03:56:28," 每個角色在故事中的扁平程度都超乎想像，漫威看似用一個大型派對超出了自己的界限，但實際上只是把這個界限越裹越緊，它不斷在提供觀眾我們想看的東西，卻沒有任何挑戰。這已經不是服務觀眾的問題了。
        "
李阿斗,看过,力荐,5,468,2017-10-26 05:25:14," 看之前上个厕所，看到Hulk像个蚂蚁一样砸在彩虹桥上的时候我觉得自己笑尿了。嘴炮打的爽翻天，梗密集程度宽慰了吾等老粉，如果你还记得Hulk第一次见Loki对他做了什么的话。漫威宇宙俨然发展出了自己的风格，就是tm爽，满屏的男俊女帅，抖森让人合不拢腿，抖森让人合不拢腿，抖森让人合不拢腿，抖森让人
        "
王大根,看过,推荐,4,247,2017-11-03 22:15:02," 雷神这种超中二题材早就该做成喜剧了！！而且抓到雷神就算要拿去卖，也应该关到地下室里先爽一爽才对吧！！！
        "
月亮脚丫,看过,还行,3,351,2017-10-25 03:36:18," 感觉像是银河护卫队2.5
        "
哟大豪爷,看过,推荐,4,311,2017-11-04 01:11:35," 所以浩克的几把到底啥样，让雷神过目难忘
        "
Lovely袁少,看过,很差,1,332,2017-10-26 08:36:02," 居然把诸神黄昏拍成了搞笑风，导演啊你可长点心吧。
        "
朝阳区白百合,看过,还行,3,249,2017-11-03 21:49:23," 想被短发锤哥艹到下体瘫痪....
        "
河淼,看过,还行,3,227,2017-10-25 23:29:55," 全片最好看的，当然还是锤哥的身体啦。
        "
落雨,看过,较差,2,229,2017-10-26 04:32:47," 对比漫画锤哥带领九界对抗洛基，阻止众神陨落和无限循环的诸神黄昏，电影的剧情也太小家子气了……强行捡Hela当姐姐，被Hela打的各种惨最后再套路胜利……然而Hela明明是洛基的女儿，洛基心里有一万句mmp想说
作为一部圈钱之作还算及格，依旧是特效音乐赞，有部分笑点还可以。
                
                
"
疯狂的兔子,看过,很差,1,206,2017-10-26 13:19:48," 简直是屎
        "
sureyet,看过,还行,3,252,2017-10-31 07:46:19," 太流水线了…dc是煎牛排，煎得恰到好处人们爱吃，煎焦了一点人人喊打; 漫威是做三明治，熟悉的配方，熟悉的味道，从不出错，顾客放心
        "
woo,看过,很差,1,188,2017-10-27 02:43:16," 牵强拼凑的剧情，尴尬的演技，越拍越烂系列，圈钱之作
        "
荔枝超人,看过,还行,3,154,2017-11-02 16:56:59," 最后雷神被激活的场景好像WONDER WOMAN，我好想她。
        "
瑾朵朵,看过,推荐,4,124,2017-11-04 13:52:47," 自此，雷神的血亲（父母、姐姐）、喵喵锤、秀发、一只眼睛、战友和Asgard，全部离他而去……这么惨的剧情能拍成喜剧，我也是服气！
        "
康报虹,看过,较差,2,142,2017-11-03 20:32:46," 真的不知道漫威在《银河护卫队》中营造的“打嘴炮、插科打诨式超级英雄”模式的大获成功对于漫威来说是福是祸。
自那之后，漫威似乎找到了一种一劳永逸的方式，对于任何题材都要滥用这种模式，对话和配乐与剧情极不适配。
漫威起步和火爆远早于DC，但是现在真应该跟隔壁学学什么是严肃。
        "
kakakarl,看过,推荐,4,100,2017-11-03 15:46:06," 洛基，浩克，班纳，女战神……争相竞演女主角。
        "
影志,看过,推荐,4,148,2017-11-02 11:59:30," “可能分道扬镳就是最好的选择。” 洛基跟雷神剪不断理还乱，凯特女王烟熏妆帅炸。泡热水澡的浩克，你这也太暴露了，让雷神看个精光，还忘不掉…哈哈哈。短发雷神更精神气了，洗头也更方便。
        "
梅林的胡子,看过,较差,2,138,2017-10-27 09:24:02," 【雷神失去的不光是家园，他还失去了自己的风格】导演用幽默感拯救了一部十分平庸的电影，却造成了风格的完全分裂；因为这种恶搞自己，解构前作的古典奇幻设定而制造笑点的风格与诸神黄昏的题材格格不入。况且纸面上有潜力的故事也显得很白开水。幽默和联动噱头不能是唯一法宝，不然系列的末日也不远了
        "
亵渎电影,看过,很差,1,89,2017-11-06 13:49:52," 无趣保守的超级大片，反正我从一开始就不喜欢这种把电影当电视剧拍的所谓电影宇宙，我不是讨厌超英雄大片，只是讨厌这种创作上的政治正确和不思进取，一招圈到钱，就一直玩到烂。
        "
芝麻先生,看过,很差,1,114,2017-10-27 19:34:02," 没什么好说的了，漫威的分数被水得不像话了。
        "
小地瓜想养一只,看过,很差,1,112,2017-10-27 14:59:13," 不明白到底哪里好看了？看了三次表
        "
殇潮|Enigma,看过,还行,3,77,2017-10-27 20:48:17," Like......suuuuuuuuper predictable 正邪對抗越來越像過家家…於是故事主線定下之後只用往裡面塞段子就可以了嗎
        "
Sibyl,看过,还行,3,96,2017-10-25 21:55:18," 三星全给演员和音乐，我已经算客气的了。不知道导演的意图在哪里，想拍喜剧不好笑，想拍正剧不够尊重人。中间的那段油画构图跟后半段的廉价笑话仿佛是两个人拍出来的。说句正经的，这一部神兄弟已经不屑走你爱不爱我的路线，不过很自然啊，三部了也该开始老夫老妻了。
        "
翊闻,看过,较差,2,104,2017-10-26 18:04:09," 漫威越来越disco
        "
壁花少年.,看过,较差,2,85,2017-10-28 12:31:45," 有何意义？就是为了把漫威电影连下去？
        "
lana,看过,较差,2,92,2017-10-27 04:01:07," 其实是暴雪给炉石做的宣传片
        "
Kid,看过,力荐,5,92,2017-10-27 13:26:00," 妈的！再见了Capitan！再见了Tony！我要转粉了转粉了！今天起我是Thor的死忠粉！一个没有锤子没有长发的独眼雷神还能拍的这么好看！！！炸裂！！！！P.S 凯姐我爱你！！一把捏碎大锤子！这才是真·女权电影！
        "
一口吃掉小蛋糕,看过,力荐,5,89,2017-10-31 18:20:04," 我真的想知道《正义联盟》要有多好看才能跟《雷神3》抗衡，因为《雷神3》实在太好看了！画面美出新高度，全片各种梗密集分布。斯坦李的客串可能是最精彩的一次了。奇异博士乱入，还有奇奇怪怪的明星加盟。爆米花电影居然让影厅掌声四起也是活久见。糙汉子卖萌，大美女耍帅，漫威真的是圈得一手好粉！
        "
羚羊的灵魂,看过,推荐,4,66,2017-11-01 15:50:10," 同性婚姻啥时候在Asgard合法化？你看锤哥和基公主已经按耐不住了，这一部秀恩爱不要太多……以及完全成了抖包袱停不下来的一部喜剧片啊！
        "
恶魔的步调,看过,力荐,5,25,2017-11-03 22:08:49," 先遭Master，后遇Grandmaster，这也是没有谁了…看见索尔被绿巨人搁地上抡来抡去时，洛基激动地站起来，喝道：亲兄弟！虽然是没有血缘关系的！彩虹桥上索尔雷化应战的配乐是回应神奇女侠吗？我以为冰火夜王…夜王化石来客串了！还是智障儿童欢乐多的巨婴联盟好看哈哈所以雷神在什么情况下才是超导体？
        "
L'automne,看过,还行,3,51,2017-11-01 03:28:42," 马特达蒙真是闲得蛋疼了……
        "
RITA,看过,还行,3,48,2017-10-29 01:54:09," 怎么不叫 Thor: Stew 一锅乱炖
        "
Madison,看过,较差,2,65,2017-10-31 16:05:50," 漫威套路王。
        "
Nightcall,看过,还行,3,36,2017-10-28 04:25:34," 使锤子的皮卡丘进化成雷丘，get技能：百万伏特
        "
芦哲峰,看过,较差,2,70,2017-11-04 09:28:29," 诸神黄昏，众星陨落。家园尽毁，托尔涅槃。明明是一个死去活来，略显沉重的故事，竟然拍成了插科打诨的嘴炮喜剧，导演果然精分。难怪漫威粉们不买账，如此过度娱乐化，超级英雄已沦落成小丑，生死爱恨尽化为嘻嘻哈哈。
        "
芥末蘸酱,看过,推荐,4,30,2017-10-31 18:37:44," 用了喜欢的歌，还是两次，当然要加一颗星。
        "
马泽尔法克尔,看过,还行,3,24,2017-11-04 00:02:22," 通过人物摔跟头来制造笑料，跟二人转一样的水平。大部分有效的笑点都是在消费《复仇者1》。女武神偶像剧级的演技，不过我喜欢她的长相。英雄与装备的关系，这个主题之前《钢铁侠3》和新《蜘蛛侠》都已经炒过两遍了。唯二能看的也就是洛基和宗师了。杰夫高布伦的表演让人联想到《勇者闯魔城》的佛祖。
        "
明安,看过,推荐,4,30,2017-10-27 18:16:29," 傻了吧唧的，还挺好笑。
        "
X,看过,较差,2,44,2017-11-03 02:56:39," 笑点靠绿巨人撒娇和雷神被反弹的球砸到自己？还不如下午看的平庸stand-up好笑呢，怎么好意思叫自己喜剧？剧本太线性了，没有变奏没有深入没有转折，角色都是在消费已有设定而完全没有立起来。高分大家都懂，发糖和难民。这个系列拉黑好了，看Hemsworth等复联吧。
        "
乌鸦火堂,看过,推荐,4,18,2017-11-05 22:51:50," 三星半，雷神系列还是更喜欢第二集，本片变成了雷神护卫队，娱乐效果一如既往，非常不错，但看得太多了也就慢慢感觉到套路了，锤哥和浩克在本作中人设全崩，反倒是抖森一如既往，把诸神黄昏拍成了诸神家庭轰趴，雷神被大姐家暴的故事，BGM赞。布兰切特气场强大，烟熏妆美美哒，PS彩蛋好无趣
        "
11,看过,很差,1,27,2017-11-01 05:22:31," 可能其他个人系列太悲壮卖不动了，这一集风格变化之快简直司马昭之心，到处插科打诨把特别惨的诸神黄昏变成诸神狂欢。喜欢新的女武神，以及女武神包裹严实的战斗制服好评，毕竟他们只是脆弱的阿斯加德人不是亚马逊女战士，光穿抹胸和内裤怎么战斗。
        "
心生,看过,推荐,4,23,2017-11-04 16:04:13," 依然是很懂粉丝的漫威，锤哥跟洛基高频互动，短发雷神帅炸，奇异博士、马特·达蒙的“洛基”的出现都够闪亮，绿巨人竟然有点…萌了？这一部（因为塔伊加·维迪提来执导？）加强了幽默感，整体有很强的趣味性，各种反套路的套路，制造很多笑点。《Immigrant Song》每次响起都很带感。凯特女王攻力爆棚。
        "
巨米雨,看过,推荐,4,33,2017-10-26 17:34:12," 不容易啊，超英电影拍到如今还能拍得不无聊就已经不容易了，因为已经彻底变成喜剧片了哈哈哈，笑点好密集啊，锤哥短发好看死了TONY的衣服抢戏严重看到两位好邻居同框值回票价奇异博士出现的时间比想象得多且蛮有趣的女王还是女王烟熏妆也是女王，get help的两位是戏精本精了，最后马特达蒙或成最大赢家
        "
Maksim,看过,推荐,4,40,2017-11-04 13:15:38," 《雷震子大战石矶娘娘》
        "
汪金卫,看过,还行,3,49,2017-10-24 23:56:05," 依舊陷入莫名出現逆天神級BOSS卻最後洩氣的俗套，不過比前兩部雷神好看多了，也更加黑暗血腥。凱特女王氣場十足。雞賊的漫威在預告片某鏡頭騙了觀眾。其實內核是個喜劇片，配上電子樂有的地方還挺帶感。尤其馬特達蒙的搞笑客串太亮了！主要講錘哥和奧丁洛基的親情羈絆。綠巨人戲份也不少。三星半
        "
焚紙樓,看过,较差,2,46,2017-10-30 23:33:30," 宗主王國遭逢政變，號稱臣服的九界九國卻不出一兵一卒前來聲援；下任國王親自哀求，前朝遺老的現任強豪卻只淡淡一句＂不想管你家的家務事＂就打發了他了事。這麼不得臣信的皇室，倒了也是正好，不是嗎？
        "
法兰西胶片,看过,还行,3,12,2017-11-05 23:54:52," 自焚式创作，为了娱乐什么都不要了，每一句台词里总有那么点“我就骗这么一次”的坏心眼。当然也只有真的想放弃这个系列才会这么玩吧。马克·鲁法洛好像做了磨皮？另外从没有这么希望杰夫·高布伦拿金酸梅。
        "
释凡,看过,较差,2,43,2017-11-03 15:58:19," 漫威最佳？谁傻谁信！以为搞星际迷航+埃及神战山寨版视听，效仿银护系列逗比幽默，就无敌？浅野忠信、霍普金斯打酱油惨死，后者还灰飞烟灭，抖森与锤哥相爱相杀好扯，泡热水澡的浩克在破地两年没变身当角斗士？大岩浆怪兽和布兰切特同归于尽？反抗军装出悲壮赴死，漫威丧心病狂，敷衍肤浅，无脑噩梦
        "
翻滚吧！蛋堡,看过,推荐,4,17,2017-11-01 00:28:38," 这货真的是《雷神》？明明比《星际迷航》还要《银河护卫队》。
        "
August_Rush,看过,还行,3,41,2017-10-25 18:40:57," 漫威一贯的幽默搞笑风，导演也往里注入了很多个人电影的元素，影院全程笑声几乎没停过。剧情还是爆米花式大片的套路，英雄到最后总能突然找到自我，扭转败局。凯特布兰切特几乎抢尽了全部风头，真成大魔王，各种开挂，已kneel，到最后败得也是莫名其妙无fuck说。片尾彩蛋国际惯例。
        "
大瘦瘦,看过,很差,1,25,2017-11-04 20:30:21," 漫威想走逗逼路线想的走火入魔了，造型丑到爆，笑料冷到爆，搁几首歌曲就以为是复古了？角斗场的戏还以为是魔兽走错片场了
        "
京客隆小丸子,看过,推荐,4,36,2017-10-26 02:04:30," 抖森和卷福都粗现了。神奇博士的膜法依然厉害，这次是可以让杯子里的啤酒不断续
        "
黄七阳,看过,还行,3,12,2017-11-04 15:17:45," 还是那个感觉，《银河护卫队》开启了一个很坏，很坏的传统。多一星送给女武神们。
        "
Blue Velvet,看过,力荐,5,28,2017-10-30 00:28:15," 中土精灵女王漫威再就业！太棒了！这部真的观感很好，又好笑场面又宏大！回去继续刷！
        "
掉线,看过,推荐,4,28,2017-11-03 04:14:55," 【B-】整体风格无脑到几乎恶搞的程度了，看一乐吧。
        "
六壁坂,看过,还行,3,8,2017-11-04 18:49:08," 还成！gay gay的
        "
托尼·王大拿,看过,还行,3,15,2017-11-03 21:57:38," 胡打胡闹，如同红白机游戏，俏皮话和小段子充斥过多导致整个故事和人物的层次根本没有展开；但格局小也有小的好，比之之前那套史诗流的拍法，这部就像个饭后甜点，解腻，另有反英雄情节好评。
        "
更深的白色,看过,推荐,4,20,2017-10-27 20:29:49," 漫画式的人设推动有深度的剧情不容易，但用来搞笑真是手拿把攥，喜剧效果实在是太棒了。几个最搞笑的场景即使早都猜到了，但拍出来还是非常好笑。配上汪洋恣肆的电子乐，有一种九十年代电子游戏的酣畅感，燃爆。
        "
文森特九六,看过,推荐,4,5,2017-11-03 12:08:20," 哈哈哈，原来是部Flash Gordon Returns
        "
赫克托巴博萨,看过,推荐,4,24,2017-10-31 00:14:00," Cate魔王能让你原谅电影的所有瑕疵
        "
伊谢尔伦的风,看过,推荐,4,9,2017-11-04 21:27:04," 一部叫雷神的片子里cp最乱的却是绿巨人，一场看下来先后站了托尔、洛基、瓦尔基里、娜塔莎、托尼以及芬里尔和绿胖的cp！！（托尼的长裤质量真好啊）
        "
Henry Wang,看过,很差,1,33,2017-10-30 05:07:31," 烂威电影的套路就是傻人傻笑
        "
锐利修蕊,看过,推荐,4,11,2017-11-03 17:29:01," 可能是我最喜欢的“雷神”系列，刚开始觉得是视效彩虹的“哪吒闹海”，后来以为是电气版“找朋友”，看到最后才惊觉这是漫威的“难民题材大片”。大魔王的眼妆混搭模特步，让“掩盖历史”有种不明觉厉的隐喻。作为一部爆米花，不知道是不是因为大家都很大，觉得每个人都变时髦和好看了，甚至是绿巨人。
        "
阿丸,看过,推荐,4,12,2017-10-29 21:56:26," 老缠粉的钱包已经为Hela准备好了。
        "
凌睿,看过,推荐,4,34,2017-10-30 17:31:37," 1.戏中戏的雷神怎么不请徐锦江演！2.雷神对奇异博士说：“我还认识一个和你一样住贝克街还喜欢破案的人。”3.今年三部漫威影业的电影，男主全都父母双亡了。4.扎克瑞·莱维刚刚领盒饭就去DC演《沙赞》，你也太着急了吧。5.想知道海拉怎么睡觉。6.高天尊那支持远程遥控的振动棒值得普及。
                
                
"
时间之葬,看过,较差,2,21,2017-11-03 15:59:09," 所以星球大战之后是要开始星际迷航了吗？
        "
刘小昭,看过,推荐,4,8,2017-11-06 22:14:56," “Kneel.Before your queen.”
        "
仲山奥理,看过,推荐,4,16,2017-10-31 00:17:39," 我不是女王，也不是怪物，我是死亡女神！（我魔威武，必须多打一星，不然天打雷劈！）
        "
文刀大土申,看过,还行,3,14,2017-11-04 20:35:04," 惠英红大喊一声“跪下，在你们的女王面前跪下”。徐锦江扑通跪下去，电影就完了得了。2.5
        "
文泽尔,看过,推荐,4,12,2017-11-03 02:29:21," 剪刀手斯坦李 瓦尔基里群战死神海拉回忆部分好评 其余漫威牌爆米花正常水准
        "
Jeannels,看过,较差,2,10,2017-11-04 12:50:23," 挺喜庆的一套美利坚春晚，真舍得砸钱，每一帧都是诚意满满的年味儿。全程尬笑，左右开攻。又名：《家家有本难念的经》 ，p.s.选早场看漫威=找虐。
        "
花痴袭人,看过,推荐,4,9,2017-10-28 13:34:53," 全片都是彩蛋。最后两个彩蛋。
        "
Newnew,看过,推荐,4,13,2017-10-28 12:31:35," 好好笑 感觉是部合格的漫威电影 你们猜马特呆萌在里面演谁？
        "
李然,看过,还行,3,8,2017-11-03 02:52:25," 索尔：没个锤子我玩个锤子阿。
奥丁：没个锤子你可以心中默念再变身十万伏特电击棒。PS：跪求凯特女王鞭挞我。7.3
        "
青泥,看过,推荐,4,10,2017-11-03 20:44:16," 你要问我最喜欢什么，那就是锤哥在三部电影里一直没停止成长，一直在成为更好更成熟的人。当然了，我希望妇联三时他美丽的头毛也能成长回来(;_; 
        "
唐小万,看过,较差,2,24,2017-11-03 10:14:43," 过于追求娱乐性，全程插科打诨恶搞互黑，故事呢，不存在。我觉得雷神系列的特色就在于北欧神界那些复古的东西，结果这下变成了银河护卫队。但可能当下的口味就是这样。
        "
qw0aszx,看过,还行,3,11,2017-11-03 12:35:25," 一堆狂轰乱炸的段子合集还不如一个马特达蒙客串好玩 7.0分★★★☆
        "
路西法尔,看过,较差,2,8,2017-11-05 14:14:59," 作为一部动作片的成色不足：每到交手镜头就切开，绿巨人和芬里尔直接滚到了水里，仙宫的美术品味更是如同前苏联招贴画，可以想象钱基本上用来请明星了。亮点也许是剧本构想了一个颠倒的难民危机：看着仙宫人飞往地球，顿时想起了齐泽克的那篇《挪威并不存在》。我有一句话可以让绿胖怒三年：寡姐胖了。
        "
\t^h/,看过,还行,3,9,2017-10-28 18:07:30," CB玩得开心，配乐属于MCU里出彩的，短发锤哥非常帅。MCU的套路大概是如今电影圈毒瘤（但这并不是说DC那种就能看）
        "
生命之光卡洛斯,看过,力荐,5,13,2017-10-25 06:51:22," 大锤加冕记，笑点太多要三刷！剧透：本片最佳“演员”Matt Damon/ 两次Immigrant Song都太爽了，估计在国内要(再?)火/ Loki戏份哈哈BC那段哈哈哈又爱上捣蛋神了/ 凯特大魔王请正面我/ 铁罐不在还被绿胖吐槽真的好吗 / 锤锤身材啊眼泪鼻血口水齐飞啊…
        "
痞影人科莱昂,看过,较差,2,29,2017-11-03 13:15:56," 好莱坞大老板们深谙吸金之道，在不断推出“XX联盟”系列外，如今即使是超英solo片也开始抱团取暖，仅今年来讲，前有钢铁侠教小蜘蛛做人，后有雷神绿巨人珠联璧合外加奇异博士酱油客串，全片为数不多的亮点可能是Thor剪了短发吧...然而让我撑完这部的只有全程吸睛的烟熏版凯特。对超英电影已疲，again。
        "
陆支羽,看过,还行,3,4,2017-11-06 18:19:19," 3.5。1.雷神3来了，复联3还会远吗？当阿斯加德终于变成游牧民族，除了爱，还有什么能失去的呢？2.尽管漫威系列越来越形同嚼蜡，但终究早已成为我们戒不掉的陪伴。3.抖森不再耍贱搞破坏，显然无趣很多；所幸还有凯特女王撩骚救场；而最惊喜的瞬间，居然是绿巨人宝宝亮相斗兽场的那一刻。
        "
影毒肥佬,看过,还行,3,7,2017-10-30 18:00:14," 7.6/10 結尾一定要看到最後, 沒有我這個讓你們革明的對象, 你們不就革不了命, 我可是很有用....
        "
诸葛福媛,看过,推荐,4,3,2017-11-04 14:58:42," 三颗星不该更多了，鄙视着自己给锤基加了一颗星，作为锤基粉我只觉得糖堪比糖精，诸神黄昏，不应该是一个需要着急讲完的段子
        "
精神病的潜意识,看过,很差,1,13,2017-11-03 21:46:46," 漫威：剧情？不存在的。
        "
…,看过,较差,2,42,2017-10-28 22:16:21," 好好的诸神黄昏拍成这个调性 真是服 有意思吗 
        "
橡人叔叔,看过,较差,2,15,2017-11-03 20:25:40," 哪里好笑了？美国是不是也双标，迄今最好，are you kidding me?
        "
萨库拉,看过,还行,3,4,2017-11-08 22:37:56," 第一次看雷神（反正没什么期待），为了我家女神。但这种装腔作势毫无技术含量的黑化角色，更适合安吉丽娜朱莉吧不是故意要黑她（好吧就是故意的）。
        "
唔破司,看过,推荐,4,3,2017-11-07 01:30:07," 至今最好笑的一部雷神
        "
思郁,看过,推荐,4,5,2017-11-03 17:04:18," 越来越流水线，好莱坞已经被漫威风格占领了
        "
Woodring,看过,还行,3,2,2017-11-08 01:06:05," 不能因为银河护卫队票房好就把啥都拍成银河护卫队吧（但看评价和票房，大家还真吃）。。。一锅大杂烩，仿佛看到star wars，star trek，魔戒，hunger game，甚至哈里波特~唯独不觉得看了雷神。。。但，没有锤的锤哥笑起来，还挺好的orz~最后，拒绝锤哥hulk配对，请早日把教授还给Tony Stark，谢谢~
        "
CDiii,看过,较差,2,31,2017-11-03 03:26:29," 电影有点俗到可怕了。一方面对有些梗的回顾算是有趣（开篇呆萌客串的戏剧、复1Loki被绿巨人砸、复2寡姐安抚浩克），另一方面把浩克等老角色强行崩坏以搞笑又令人愉快不起来。剧情依然是走出门就提不起味细究。唉算了反正比雷2好一点………………
        "
徐若风,看过,还行,3,1,2017-11-07 22:44:10," 2.5 多半星给换了发型的雷神...和《千星之城》同样的毛病，都是笑料看着多但基本疲软尬，剧本结构很差中段会出现很夸张的支线游离态导致最后大战崩盘，人物设定和发展轨迹非常蹦来跳去不稳定....但再烂好像也是雷神系列的最佳了？？？well 这个系列能用浩克的两个字概括：“巨婴”....
        "
bolo高,看过,还行,3,11,2017-11-01 06:00:44," 什么叫气场？！！凯特大魔王霸气侧漏
        "
巽,看过,推荐,4,4,2017-11-04 23:58:09," 啊啊啊啊啊啊啊啊啊哈哈哈哈哈哈哈哈哈哈哦哦哦哦哦哦哦哦哦哦嘤嘤嘤嘤嘤嘤嘤嘤嘤哟哟哟哟哟哟哟哟哟啊啊啊啊啊啊啊啊啊啊啊啊啊！我爱维迪提我要为他高唱一曲路灯下的小姑娘！！！！！！！！（理智摁住了我要打五星的手但在我心里确实是五星无疑！！！！
        "
潇雨,看过,推荐,4,7,2017-11-04 11:37:55," 锤锤的短发造型和肉果然让人难忘，那块掉下来的壁画真的好像徐锦江啊，哈哈，抖森那修长的身材配上笔挺的西装简直帅到爆炸，我想暂停看他俩的身材一个西服一个裸体哇嘎嘎嘎~其他插科打诨什么的台词说实话挺有钢铁侠系列风格的，不过我挺喜欢的，干嘛一定原著要那么悲伤呢
        "
瓦力,看过,还行,3,24,2017-10-26 19:38:48," 大段disco电音舞曲比《银护》还丧心病狂，简直是引导观众边看边抖边跳的节奏，把悲剧核拍成大喜剧直接削弱始终认真扮演大魔王的布兰切特（难得有个不算弱的boss）的存在感及戏份..然而其他主要角色的喜剧表现又确实充满化学反应惊喜不断，总之观感怪异，有些画面美翻，部分片段IMAX效果好到炸。7/10
        "
m89,看过,力荐,5,10,2017-11-03 07:19:11," neta电影。电子风配乐未映先火。凯特阿姨的烟熏妆简直帅炸了。提供符合预期的娱乐什么时候成了一种罪过？初到异地肯定是选择金拱门填饱肚子吧。我永远尊重作者电影，但我更尊重合格的工业流水线作品。某些原教旨主义者不要再揣着明白装糊涂地吹毛求疵了。找呆萌演洛基，为啥不找大本演锤哥呢～
        "
嘟嘟熊之父,看过,较差,2,9,2017-11-03 19:49:58," 每个角色都厉害的让人不耐烦，想给他们每个人一颗荣誉大拇指。
        "
曾良君,看过,推荐,4,8,2017-11-12 14:26:54," 奥丁穿着普通地球老年白人男性服装站在海边的时候，脑海中不禁浮现出了海边的曼彻斯特的场景…
        "
西楼尘,看过,还行,3,9,2017-11-03 23:51:50," 索尔坐在浩克旁边，悲哀地觉得，他们俩只是复仇者联盟里可有可无的大块头。绿巨人在萨卡走失了两年，在搏击场成为看客的筹码。奥创被打败了，也没人来找他。这一刻，雷神是孤独的，孤独让他懂得海拉被父亲囚禁的怒火。召集报仇者联盟，他不再是被洛基之蛇吓坏的孩童，亦不是抱着锤子不撒手的傻大个儿。
        "
烈于猛火,看过,很差,1,32,2017-10-27 22:50:19," 这辈子再看漫威电影宇宙和DC电影宇宙的电影，我吃屎!
        "
viennavirus,看过,还行,3,4,2017-11-05 09:36:44," 大部分时间沉迷于插科打诨，而使得剧情被肥皂淹没的电影。瓦尔基里冲锋那场不错。这个白胖的马特达蒙最近吃了什么？
        "
基尔,看过,推荐,4,10,2017-11-04 00:30:03," 没有错 剪了短发的雷神就是我真正的合法老公
        "
